O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
51-4194.00	10350	Inspect, feel, and measure workpieces to ensure that surfaces and dimensions meet specifications.	Core	71.0	07/2016	Incumbent
51-4194.00	10358	Study blueprints or layouts of metal workpieces to determine grinding procedures, and to plan machine setups and operational sequences.	Core	70.0	07/2016	Incumbent
51-4194.00	10354	Select and mount grinding wheels on machines, according to specifications, using hand tools and applying knowledge of abrasives and grinding procedures.	Core	71.0	07/2016	Incumbent
51-4194.00	10357	Compute numbers, widths, and angles of cutting tools, micrometers, scales, and gauges, and adjust tools to produce specified cuts.	Core	70.0	07/2016	Incumbent
51-4194.00	10359	Turn valves to direct flow of coolant against cutting wheels and workpieces during grinding.	Core	70.0	07/2016	Incumbent
51-4194.00	10351	Set up and operate grinding or polishing machines to grind metal workpieces, such as dies, parts, and tools.	Core	70.0	07/2016	Incumbent
51-4194.00	10348	Dress grinding wheels, according to specifications.	Core	70.0	07/2016	Incumbent
51-4194.00	10355	Perform basic maintenance, such as cleaning and lubricating machine parts.	Core	71.0	07/2016	Incumbent
51-4194.00	10356	Remove and replace worn or broken machine parts, using hand tools.	Core	70.0	07/2016	Incumbent
51-5111.00	20927	Generate prepress proofs in digital or other format to approximate the appearance of the final printed piece.	Core	97.0	07/2016	Incumbent
51-5111.00	20928	Proofread and perform quality control of text and images.	Core	97.0	07/2016	Incumbent
51-5111.00	10403	Enter, position, and alter text size, using computers, to make up and arrange pages so that printed materials can be produced.	Core	96.0	07/2016	Incumbent
51-5111.00	20929	"Perform ""preflight"" check of required font, graphic, text and image files to ensure completeness prior to delivery to printer."	Core	97.0	07/2016	Incumbent
51-5111.00	10405	Operate and maintain laser plate-making equipment that converts electronic data to plates without the use of film.	Core	97.0	07/2016	Incumbent
51-5111.00	10402	Enter, store, and retrieve information on computer-aided equipment.	Core	96.0	07/2016	Incumbent
51-5111.00	10404	Maintain, adjust, and clean equipment, and perform minor repairs.	Core	97.0	07/2016	Incumbent
51-5112.00	19430	Start presses and pull proofs to check for ink coverage and density, alignment, and registration.	Core	63.0	08/2020	Incumbent
51-5112.00	19423	Examine job orders to determine quantities to be printed, stock specifications, colors, or special printing instructions.	Core	63.0	08/2020	Incumbent
51-5112.00	19431	Verify that paper and ink meet the specifications for a given job.	Core	62.0	08/2020	Incumbent
51-5112.00	19421	Collect and inspect random samples during print runs to identify any necessary adjustments.	Core	63.0	08/2020	Incumbent
51-5112.00	19427	Monitor automated press operation systems and respond to fault, error, or alert messages.	Core	62.0	08/2020	Incumbent
51-5112.00	19426	Load presses with paper and make necessary adjustments, according to paper size.	Core	63.0	08/2020	Incumbent
51-5112.00	19429	Secure printing plates to printing units and adjust tolerances.	Core	63.0	08/2020	Incumbent
51-5112.00	19419	Clean ink fountains, plates, or printing unit cylinders when press runs are completed.	Core	63.0	08/2020	Incumbent
51-5112.00	19418	Change press plates, blankets, or cylinders, as required.	Core	63.0	08/2020	Incumbent
51-5112.00	19420	Clean or oil presses or make minor repairs, using hand tools.	Core	61.0	08/2020	Incumbent
51-5113.00	19460	Examine stitched, collated, bound, or unbound product samples for defects, such as imperfect bindings, ink spots, torn pages, loose pages, or loose or uncut threads.	Core	78.0	07/2015	Incumbent
51-5113.00	19453	Read work orders to determine instructions and specifications for machine set-up.	Core	78.0	07/2015	Incumbent
51-5113.00	19461	Install or adjust bindery machine devices, such as knives, guides, rollers, rounding forms, creasing rams, or clamps, to accommodate sheets, signatures, or books of specified sizes.	Core	79.0	07/2015	Incumbent
51-5113.00	19459	Trim edges of books to size, using cutting machines, book trimming machines, or hand cutters.	Core	79.0	07/2015	Incumbent
51-5113.00	19458	Stitch or glue endpapers, bindings, backings, or signatures, using sewing machines, glue machines, or glue and brushes.	Core	78.0	07/2015	Incumbent
51-5113.00	19450	Monitor machine operations to detect malfunctions or to determine whether adjustments are needed.	Core	77.0	07/2015	Incumbent
51-5113.00	19448	Maintain records, such as daily production records, using specified forms.	Core	78.0	07/2015	Incumbent
51-5113.00	19462	Lubricate, clean, or make minor repairs to machine parts to keep machines in working condition.	Core	79.0	07/2015	Incumbent
51-5113.00	19457	Set up or operate machines that perform binding operations, such as pressing, folding, or trimming.	Core	78.0	07/2015	Incumbent
51-5113.00	19463	Prepare finished books for shipping by wrapping or packing books and stacking boxes on pallets.	Core	78.0	07/2015	Incumbent
51-6011.00	12121	Load articles into washers or dry-cleaning machines, or direct other workers to perform loading.	Core	82.0	07/2015	Incumbent
51-6011.00	12118	Start washers, dry cleaners, driers, or extractors, and turn valves or levers to regulate machine processes and the volume of soap, detergent, water, bleach, starch, and other additives.	Core	83.0	07/2015	Incumbent
51-6011.00	12125	Operate extractors and driers, or direct their operation.	Core	80.0	07/2015	Incumbent
51-6011.00	12124	Remove items from washers or dry-cleaning machines, or direct other workers to do so.	Core	81.0	07/2015	Incumbent
51-6011.00	12119	Sort and count articles removed from dryers, and fold, wrap, or hang them.	Core	83.0	07/2015	Incumbent
51-6011.00	12123	Clean machine filters, and lubricate equipment.	Core	78.0	07/2015	Incumbent
51-6011.00	12120	Examine and sort into lots articles to be cleaned, according to color, fabric, dirt content, and cleaning technique required.	Core	80.0	07/2015	Incumbent
51-6011.00	12117	Receive and mark articles for laundry or dry cleaning with identifying code numbers or names, using hand or machine markers.	Core	79.0	07/2015	Incumbent
51-6021.00	14038	Hang, fold, package, and tag finished articles for delivery to customers.	Core	64.0	07/2017	Incumbent
51-6021.00	14035	Operate steam, hydraulic, or other pressing machines to remove wrinkles from garments and flatwork items, or to shape, form, or patch articles.	Core	65.0	07/2017	Incumbent
51-6021.00	14043	Straighten, smooth, or shape materials to prepare them for pressing.	Core	62.0	07/2017	Incumbent
51-6021.00	14037	Remove finished pieces from pressing machines and hang or stack them for cooling, or forward them for additional processing.	Core	60.0	07/2017	Incumbent
51-6021.00	14042	Finish pleated garments, determining sizes of pleats from evidence of old pleats or from work orders, using machine presses or hand irons.	Core	60.0	07/2017	Incumbent
51-6021.00	14036	Lower irons, rams, or pressing heads of machines into position over material to be pressed.	Core	64.0	07/2017	Incumbent
51-6021.00	14041	Push and pull irons over surfaces of articles to smooth or shape them.	Core	60.0	07/2017	Incumbent
51-6021.00	14044	Finish pants, jackets, shirts, skirts and other dry-cleaned and laundered articles, using hand irons.	Core	63.0	07/2017	Incumbent
51-6021.00	14039	Slide material back and forth over heated, metal, ball-shaped forms to smooth and press portions of garments that cannot be satisfactorily pressed with flat pressers or hand irons.	Core	62.0	07/2017	Incumbent
51-6021.00	14040	Select appropriate pressing machines, based on garment properties such as heat tolerance.	Core	65.0	07/2017	Incumbent
51-6031.00	12149	Monitor machine operation to detect problems such as defective stitching, breaks in thread, or machine malfunctions.	Core	107.0	07/2017	Incumbent
51-6031.00	12151	Place spools of thread, cord, or other materials on spindles, insert bobbins, and thread ends through machine guides and components.	Core	107.0	07/2017	Incumbent
51-6031.00	12150	Position items under needles, using marks on machines, clamps, templates, or cloth as guides.	Core	104.0	07/2017	Incumbent
51-6031.00	12153	Guide garments or garment parts under machine needles and presser feet to sew parts together.	Core	106.0	07/2017	Incumbent
51-6031.00	12166	Remove holding devices and finished items from machines.	Core	106.0	07/2017	Incumbent
51-6031.00	12160	Fold or stretch edges or lengths of items while sewing to facilitate forming specified sections.	Core	104.0	07/2017	Incumbent
51-6031.00	12159	Cut excess material or thread from finished products.	Core	106.0	07/2017	Incumbent
51-6031.00	12157	Select supplies such as fasteners and thread, according to job requirements.	Core	106.0	07/2017	Incumbent
51-6031.00	12163	Turn knobs, screws, and dials to adjust settings of machines, according to garment styles and equipment performance.	Core	107.0	07/2017	Incumbent
51-6031.00	12161	Perform equipment maintenance tasks such as replacing needles, sanding rough areas of needles, or cleaning and oiling sewing machines.	Core	107.0	07/2017	Incumbent
51-6041.00	14065	Dye, soak, polish, paint, stamp, stitch, stain, buff, or engrave leather or other materials to obtain desired effects, decorations, or shapes.	Core	49.0	08/2022	Incumbent
51-6041.00	14062	Cut out parts, following patterns or outlines, using knives, shears, scissors, or machine presses.	Core	49.0	08/2022	Incumbent
51-6041.00	14063	Construct, decorate, or repair leather products according to specifications, using sewing machines, needles and thread, leather lacing, glue, clamps, hand tools, or rivets.	Core	47.0	08/2022	Incumbent
51-6041.00	14074	Repair and recondition leather products such as trunks, luggage, shoes, saddles, belts, purses, and baseball gloves.	Core	48.0	08/2022	Incumbent
51-6041.00	14064	Align and stitch or glue materials such as fabric, fleece, leather, or wood, to join parts.	Core	47.0	08/2022	Incumbent
51-6041.00	14079	Inspect articles for defects, and remove damaged or worn parts, using hand tools.	Core	47.0	08/2022	Incumbent
51-6041.00	14080	Drill or punch holes and insert or attach metal rings, handles, and fastening hardware, such as buckles.	Core	46.0	08/2022	Incumbent
51-6042.00	24000	Inspect finished products to ensure that shoes have been completed according to specifications.	Core	53.0	08/2024	Incumbent
51-6042.00	14094	Align parts to be stitched, following seams, edges, or markings, before positioning them under needles.	Core	53.0	08/2024	Incumbent
51-6042.00	14100	Operate or tend machines to join, decorate, reinforce, or finish shoes and shoe parts.	Core	54.0	08/2024	Incumbent
51-6042.00	14090	Remove and examine shoes, shoe parts, and designs to verify conformance to specifications such as proper embedding of stitches in channels.	Core	53.0	08/2024	Incumbent
51-6042.00	14096	Switch on machines, lower pressure feet or rollers to secure parts, and start machine stitching, using hand, foot, or knee controls.	Core	54.0	08/2024	Incumbent
51-6042.00	14101	Draw thread through machine guide slots, needles, and presser feet in preparation for stitching, or load rolls of wire through machine axles.	Core	54.0	08/2024	Incumbent
51-6042.00	14089	Study work orders or shoe part tags to obtain information about workloads, specifications, and the types of materials to be used.	Core	55.0	08/2024	Incumbent
